"Default scope",Standaard-scope,module,Magento_Config
"Base currency",Basis-valuta,module,Magento_Config
"Display default currency","Standaardvaluta weergeven",module,Magento_Config
"website(%1) scope","scope website(%1)",module,Magento_Config
"store(%1) scope","scope winkel (%1)",module,Magento_Config
"Currency ""%1"" is used as %2 in %3.","Valuta ""%1"" wordt gebruikt als %2 in %3.",module,Magento_Config
"Please correct the timezone.","Corrigeer de tijdzone.",module,Magento_Config
"The file ""%1"" does not exist","Het bestand ""%1"" bestaat niet",module,Magento_Config
"Always (during development)","Altijd (tijdens ontwikkeling)",module,Magento_Config
"Only Once (version upgrade)","Eenmalig (versie upgrade)",module,Magento_Config
"Never (production)","Nooit (productie)",module,Magento_Config
Bcc,"Bcc (Blinde kopie)",module,Magento_Config
"Separate Email","Afzonderlijke e-mail",module,Magento_Config
"%1 (Default)","%1 (standaard)",module,Magento_Config
title,titel,module,Magento_Config
No,Nee,module,Magento_Config
Optional,Optioneel,module,Magento_Config
Required,Vereist,module,Magento_Config
Website,Website,module,Magento_Config
Store,Winkel,module,Magento_Config
"Store View",Winkelaanzicht,module,Magento_Config
"HTTP (unsecure)","HTTP (onveilig)",module,Magento_Config
"HTTPS (SSL)","HTTPS (SSL)",module,Magento_Config
"Yes (302 Found)","Ja (302 gevonden)",module,Magento_Config
"Yes (301 Moved Permanently)","Ja (301 Permanent verplaatst)",module,Magento_Config
Yes,Ja,module,Magento_Config
Specified,Gespecificeerd,module,Magento_Config
"Config form fieldset clone model required to be able to clone fields","Configuratie form fieldset clone model verplicht om velden te kunnen kopieren.",module,Magento_Config
"Invalid XML in file %1:\n%2","Ongeldige XML in bestand %1:\n%2",module,Magento_Config
.,.,module,Magento_Config
some_label,some_label,module,Magento_Config
some_comment,some_comment,module,Magento_Config
"some prefix","een voorvoegsel",module,Magento_Config
"element label","element label",module,Magento_Config
"element hint","element tip",module,Magento_Config
"element comment","element commentaar",module,Magento_Config
"element tooltip","element tooltip",module,Magento_Config
test,test,module,Magento_Config
test2,test2,module,Magento_Config
"Add after","Toevoegen na",module,Magento_Config
Delete,Verwijder,module,Magento_Config
"Current Configuration Scope:","Scope huidige configuratie",module,Magento_Config
Stores,Winkels,module,Magento_Config
"Group Label",Groep-Label,module,Magento_Config
"Some Label","Sommige labels",module,Magento_Config
"Tab Label","Tab Label",module,Magento_Config
"Allow everything","Alles toestaan",module,Magento_Config
"Magento Admin","Magento Admin",module,Magento_Config
Dashboard,Dashboard,module,Magento_Config
"Manage Stores","Beheer Winkels",module,Magento_Config
"Field 2","Veld 2",module,Magento_Config
"Field 3","Veld 3",module,Magento_Config
"Field 3.1","Veld 3.1",module,Magento_Config
"Field 3.1.1","Veld 3.1.1",module,Magento_Config
"Field 4","Veld 4",module,Magento_Config
"Advanced Section","Geavanceerde sectie",module,Magento_Config
"Advanced Admin Section","Geavanceerde adminsectie",module,Magento_Config
"Design Section","Ontwerp sectie",module,Magento_Config
"General Section","Algemene sectie",module,Magento_Config
"System Section","Systeem sectie",module,Magento_Config
"Currency Setup Section","Valuta-instellingen sectie",module,Magento_Config
"Developer Section","Ontwerper sectie",module,Magento_Config
"Web Section","Web sectie",module,Magento_Config
"Store Email Addresses Section","Winkel E-mailadressen sectie",module,Magento_Config
"Email to a Friend","E-mail naar een vriend",module,Magento_Config
"Add configurable attributes to the current Attribute Set (""%1"")","Configureerbare attributen toevoegen aan de huidige attributenset (""%1"")",module,Magento_ConfigurableProduct
"Add configurable attributes to the new Attribute Set based on current","Voeg configureerbare attributen toe aan de nieuwe Attributenset gebaseerd op de huidige",module,Magento_ConfigurableProduct
"New attribute set name","Naam nieuwe Attributenset",module,Magento_ConfigurableProduct
"Add configurable attributes to the existing Attribute Set","Configureerbare attributen toevoegen aan de bestaande Attributenset",module,Magento_ConfigurableProduct
"Choose existing Attribute Set","Kies bestaande Attributenset",module,Magento_ConfigurableProduct
Save,Opslaan,module,Magento_ConfigurableProduct
"Save & New","Opslaan & Nieuw",module,Magento_ConfigurableProduct
"Save & Duplicate","Opslaan & Dupliceren",module,Magento_ConfigurableProduct
"Save & Close","Opslaan & Sluiten",module,Magento_ConfigurableProduct
Configurations,Configuraties,module,Magento_ConfigurableProduct
"Attribute Values","Attribuut Waarden",module,Magento_ConfigurableProduct
"Bulk Images &amp; Price","Afbeeldingen &amp; Prijzen",module,Magento_ConfigurableProduct
"Create New Attribute","Nieuw attribuut aanmaken",module,Magento_ConfigurableProduct
"Select Attributes","Selecteer Attributen",module,Magento_ConfigurableProduct
Summary,Samenvatting,module,Magento_ConfigurableProduct
"Choose an Option...","Kies een optie...",module,Magento_ConfigurableProduct
"This attribute is used in configurable products.","Deze attribuut wordt gebruikt in configureerbare producten.",module,Magento_ConfigurableProduct
"Product has been already attached","Product is al gekoppeld",module,Magento_ConfigurableProduct
"Product with specified sku: %1 is not a configurable product","Product met opgegeven art.nr.: %1 is geen configureerbaar product",module,Magento_ConfigurableProduct
"Requested option doesn't exist","Gevraagde optie bestaat niet",module,Magento_ConfigurableProduct
"Requested option doesn't exist: %1","Gevraagde optie bestaat niet: %1",module,Magento_ConfigurableProduct
"Cannot delete variations from product: %1","Variaties van product niet verwijderen: %1",module,Magento_ConfigurableProduct
"Cannot delete option with id: %1","Kan de optie met id: %1 niet verwijderen",module,Magento_ConfigurableProduct
"Option with id ""%1"" not found","Optie met id ""%1"" niet gevonden",module,Magento_ConfigurableProduct
"Something went wrong while saving option.","Er ging iets mis bij het opslaan van de optie.",module,Magento_ConfigurableProduct
"Only implemented for configurable product: %1","Alleen geïmplementeerd voor configureerbaar product: %1",module,Magento_ConfigurableProduct
"Option attribute ID is not specified.","Optie attribuut-ID is niet opgegeven.",module,Magento_ConfigurableProduct
"Option label is not specified.","Optie label wordt niet gespecificeerd.",module,Magento_ConfigurableProduct
"Option values are not specified.","Optiewaarden die zijn niet opgegeven.",module,Magento_ConfigurableProduct
"Value index is not specified for an option.","Waarde-index is niet opgegeven voor een optie.",module,Magento_ConfigurableProduct
"Product with id ""%1"" does not contain required attribute ""%2"".","Product met id ""%1"" bevat geen verplicht kenmerk ""%2"".",module,Magento_ConfigurableProduct
"Products ""%1"" and ""%2"" have the same set of attribute values.","Producten ""%1"" en ""%2"" hebben dezelfde set van attribuutwaarden.",module,Magento_ConfigurableProduct
"You can't add the item to shopping cart.","We kunnen het product niet toevoegen aan de winkelwagen.",module,Magento_ConfigurableProduct
"You need to choose options for your item.","Er zijn verplichte optie keuzes voor dit product.",module,Magento_ConfigurableProduct
"Some product variations fields are not valid.","Sommige product variaties velden zijn niet geldig.",module,Magento_ConfigurableProduct
"Configuration must have specified attributes","De configuratie moet specifieke attributen hebben",module,Magento_ConfigurableProduct
"Configurable product ""%1"" does not have sub-products","Configureerbaar product ""%1"" heeft geen sub-producten",module,Magento_ConfigurableProduct
"Type %1 is not an instance of %2","Type %1 is niet een instantie van %2",module,Magento_ConfigurableProduct
"Choose Affected Attribute Set","Kies getroffen Attributenset",module,Magento_ConfigurableProduct
"Add configurable attributes to the current Attribute Set","Configureerbare attributen toevoegen aan de huidige Attributenset",module,Magento_ConfigurableProduct
Confirm,Bevestigen,module,Magento_ConfigurableProduct
"New Attribute Set Name","Naam nieuwe attributenset",module,Magento_ConfigurableProduct
"Select Associated Product","Selecteer bijbehorende product",module,Magento_ConfigurableProduct
Done,Klaar,module,Magento_ConfigurableProduct
"Choose a new product to delete and replace the current product configuration.","Kies een nieuw product om te verwijderen en vervang de huidige productconfiguratie.",module,Magento_ConfigurableProduct
"For better results, add attributes and attribute values to your products.","Voor betere resultaten, voeg attributen en attribuut waarden to aan uw producten.",module,Magento_ConfigurableProduct
"Configurable products allow customers to choose options (Ex: shirt color). You need to create a simple product for each configuration (Ex: a product for each color).","Configureerbare producten geeft klanten de mogelijkheid om opties selecteren (Bv. T-shirt kleur). Je moet een simpel-product aanmaken voor elke configuratie (Bv. een product voor elke kleur).",module,Magento_ConfigurableProduct
"Configurations cannot be created for a standard product with downloadable files. To create configurations, first remove all downloadable files.","Configuraties kunnen niet worden aangemaakt voor een product met downloadbare bestanden. Om configuraties te maken moet u eerst alle downloadbare bestanden verwijderen.",module,Magento_ConfigurableProduct
"Add Products Manually","Handmatig toevoegen van producten",module,Magento_ConfigurableProduct
"Create Configurations","Configuraties aanmaken",module,Magento_ConfigurableProduct
"Current Variations","Huidige Variaties",module,Magento_ConfigurableProduct
Image,Beeld,module,Magento_ConfigurableProduct
Name,Naam,module,Magento_ConfigurableProduct
SKU,Art.nr.,module,Magento_ConfigurableProduct
Price,Prijs,module,Magento_ConfigurableProduct
Quantity,Aantal,module,Magento_ConfigurableProduct
Weight,Gewicht,module,Magento_ConfigurableProduct
Status,Status,module,Magento_ConfigurableProduct
Attributes,Attributen,module,Magento_ConfigurableProduct
Actions,acties,module,Magento_ConfigurableProduct
"Custom options with price type ""percent"" is not available for configurable product.","Custom opties met prijs-soort ""percentage"" is niet beschikbaar voor configureerbare producten.",module,Magento_ConfigurableProduct
"This group contains attributes used in configurable products. Please move these attributes to another group and try again.","Deze groep bevat attributen die gebruikt worden in configureerbare producten. Verplaats deze attributen naar een andere groep en probeer opnieuw.",module,Magento_ConfigurableProduct
"This attribute is used in configurable products. You cannot remove it from the attribute set.","Dit attribuut wordt gebruikt in configureerbare producten. U kunt het niet van de attributenset verwijderen.",module,Magento_ConfigurableProduct
"Associated Products","Gerelateerde producten",module,Magento_ConfigurableProduct
"Step 2: Attribute Values","Stap 2: Kenmerkwaarden",module,Magento_ConfigurableProduct
"Select values from each attribute to include in this product. Each unique combination of values creates a unigue product SKU.","Selecteer waarden van elk attribuut om deze op te nemen in dit product. Elke unieke combinatie van waarden creëert een uniek art.nr.",module,Magento_ConfigurableProduct
"Sort Variations","Sorteer variaties",module,Magento_ConfigurableProduct
Options,Opties,module,Magento_ConfigurableProduct
"Select All","Alles selecteren",module,Magento_ConfigurableProduct
"Deselect All","Alles deselecteren",module,Magento_ConfigurableProduct
"Remove Attribute","Verwijder Attribuut",module,Magento_ConfigurableProduct
"Save Option","Optie opslaan",module,Magento_ConfigurableProduct
"Remove Option","Optie Verwijderen",module,Magento_ConfigurableProduct
"Create New Value","Maak een nieuwe waarde",module,Magento_ConfigurableProduct
"Step 3: Bulk Images, Price and Quantity","Stap 3: Bulk afbeeldingen, Prijs en Aantal",module,Magento_ConfigurableProduct
"Based on your selections %1 new products will be created. Use this step to customize images and price for your new products.","Op basis van uw selectie worden %1 nieuwe product aangemaakt. Gebruikt deze stap om afbeeldingen en prijzen voor de nieuwe producten in te stellen.",module,Magento_ConfigurableProduct
Images,Afbeeldingen,module,Magento_ConfigurableProduct
"Apply single set of images to all SKUs","Pas één set van afbeeldingen toe op alle art.nrs.",module,Magento_ConfigurableProduct
"Apply unique images by attribute to each SKU","Pas unieke afbeeldingen toe door attributen op elk art.nr.",module,Magento_ConfigurableProduct
"Skip image uploading at this time","Sla afbeelding uploaden op dit moment over",module,Magento_ConfigurableProduct
"Browse Files...","Blader door bestanden...",module,Magento_ConfigurableProduct
"Browse to find or drag image here","Bladeren om de afbeelding te vinden of sleep de afbeelding hierheen",module,Magento_ConfigurableProduct
"Remove image","Verwijder afbeelding",module,Magento_ConfigurableProduct
Hidden,Verborgen,module,Magento_ConfigurableProduct
"Alt Text",Alt-tekst,module,Magento_ConfigurableProduct
Role,Rol,module,Magento_ConfigurableProduct
"Image Size",Afbeeldingsgrootte,module,Magento_ConfigurableProduct
{size},{size},module,Magento_ConfigurableProduct
"Image Resolution",Afbeeldingresolutie,module,Magento_ConfigurableProduct
"{width}^{height} px","{width}^{height} px",module,Magento_ConfigurableProduct
"Hide from Product Page","Verbergen van product pagina",module,Magento_ConfigurableProduct
"Select attribute","Selecteer attribuut",module,Magento_ConfigurableProduct
Select,Selecteer,module,Magento_ConfigurableProduct
"Apply single price to all SKUs","Prijs toepassen op alle art.nrs.",module,Magento_ConfigurableProduct
"Apply unique prices by attribute to each SKU","Pas unieke prijzen toe door attribuut op elk art.nr.",module,Magento_ConfigurableProduct
"Skip price at this time","Sla prijzen op dit moment over",module,Magento_ConfigurableProduct
"Apply single quantity to each SKUs","Pas enkele aantal toe op elke SKU",module,Magento_ConfigurableProduct
"Apply unique quantity by attribute to each SKU","Apart aantal toepassen per attribuut voor elk Art.nr.",module,Magento_ConfigurableProduct
"Skip quantity at this time","Sla aantal over voor dit moment",module,Magento_ConfigurableProduct
"Step 1: Select Attributes","Stap 1: Selecteer Attributen",module,Magento_ConfigurableProduct
"Selected Attributes:","Geselecteerde Attributen:",module,Magento_ConfigurableProduct
"Step 4: Summary","Stap 4: Samenvatting",module,Magento_ConfigurableProduct
"Configurable products allow customers to choose options (Ex: shirt color).
            You need to create a simple product for each configuration (Ex: a product for each color).","Configureerbare producten klanten toestaan om te kiezen van de opties (Ex: shirt kleur).             
U moet een een simpel product aanmaken voor elke configuratie (Ex: een product voor elke kleur).",module,Magento_ConfigurableProduct
"Edit Configurations","Bewerken van configuraties",module,Magento_ConfigurableProduct
"Upload Image","Upload afbeeldingen",module,Magento_ConfigurableProduct
"Upload image","Upload afbeelding",module,Magento_ConfigurableProduct
"No Image","Geen afbeelding",module,Magento_ConfigurableProduct
"Choose a different Product","Kies een ander Product",module,Magento_ConfigurableProduct
"Remove Product","Product verwijderen",module,Magento_ConfigurableProduct
"Create Product Configurations","Productconfiguraties aanmaken",module,Magento_ConfigurableProduct
Cancel,Annuleer,module,Magento_ConfigurableProduct
"New Product Review","Nieuwe Productreview",module,Magento_ConfigurableProduct
"Here are the products you're about to create.","Overzicht van de producten die u gaat aanmaken.",module,Magento_ConfigurableProduct
"You created these products for this configuration.","Deze producten zijn aangemaakt voor deze configuratie.",module,Magento_ConfigurableProduct
"Disassociated Products","Niet-gekoppelde producten",module,Magento_ConfigurableProduct
"These products are not associated.","Deze producten zijn niet gekoppeld.",module,Magento_ConfigurableProduct
"Disable Product","Product uitschakelen",module,Magento_ConfigurableProduct
"Enable Product","Product inschakelen",module,Magento_ConfigurableProduct
"Incl. Tax","Incl. BTW",module,Magento_ConfigurableProduct
"An attribute has been removed. This attribute will no longer appear in your configurations.","Een attribuut is verwijderd. Dit attribuut zal niet langer worden weergegeven in uw configuraties.",module,Magento_ConfigurableProduct
"Select options for all attributes or remove unused attributes.","Selecteer opties voor alle attributen of verwijder ongebruikte attributen.",module,Magento_ConfigurableProduct
"Please select attribute for {section} section.","Gelieve het attribuut te selecteren voor sectie {section}.",module,Magento_ConfigurableProduct
"Please fill in the values for {section} section.","Gelieve de waarden voor sectie {section} in te vullen.",module,Magento_ConfigurableProduct
"Please fill-in correct values.","Vul correcte waarden in.",module,Magento_ConfigurableProduct
"Please select image(s) for your attribute.","Selecteer afbeelding(en) voor uw attribuut.",module,Magento_ConfigurableProduct
"Please choose image(s).","Kies afbeelding(en).",module,Magento_ConfigurableProduct
"We could not detect a size.","We kunnen geen grootte detecteren.",module,Magento_ConfigurableProduct
"We don't recognize or support this file extension type.","We herkennen of ondersteunen dit bestandsformaat type niet.",module,Magento_ConfigurableProduct
"Please select attribute(s).","Selecteer attribute(n).",module,Magento_ConfigurableProduct
"Generate Products","Genereer Producten",module,Magento_ConfigurableProduct
"Something went wrong.","Er ging iets mis.",module,Magento_ConfigurableProduct
"Configurable Product Image","Afbeelding configureerbaar product",module,Magento_ConfigurableProduct
Select...,Selecteer...,module,Magento_ConfigurableProduct
ID,ID,module,Magento_ConfigurableProduct
Thumbnail,Thumbnail,module,Magento_ConfigurableProduct
"Attribute Code",Attribuutcode,module,Magento_ConfigurableProduct
"Attribute Label",Attribuutlabel,module,Magento_ConfigurableProduct
Required,Vereist,module,Magento_ConfigurableProduct
System,systeem,module,Magento_ConfigurableProduct
Visible,Zichtbaar,module,Magento_ConfigurableProduct
Scope,Bereik,module,Magento_ConfigurableProduct
Searchable,Doorzoekbaar,module,Magento_ConfigurableProduct
Comparable,Vergelijkbaar,module,Magento_ConfigurableProduct
Select...,Selecteer...,module,Magento_ConfigurableProductStaging
Status,Status,module,Magento_ConfigurableProductStaging
ID,ID,module,Magento_ConfigurableProductStaging
Thumbnail,Thumbnail,module,Magento_ConfigurableProductStaging
Name,Naam,module,Magento_ConfigurableProductStaging
SKU,Art.nr.,module,Magento_ConfigurableProductStaging
Price,Prijs,module,Magento_ConfigurableProductStaging
Quantity,Aantal,module,Magento_ConfigurableProductStaging
Weight,Gewicht,module,Magento_ConfigurableProductStaging
Attributes,Attributen,module,Magento_ConfigurableProductStaging
"Attribute Code",Attribuutcode,module,Magento_ConfigurableProductStaging
"Attribute Label",Attribuutlabel,module,Magento_ConfigurableProductStaging
Required,Vereist,module,Magento_ConfigurableProductStaging
System,Systeem,module,Magento_ConfigurableProductStaging
Visible,Zichtbaar,module,Magento_ConfigurableProductStaging
Scope,Bereik,module,Magento_ConfigurableProductStaging
Searchable,Doorzoekbaar,module,Magento_ConfigurableProductStaging
Comparable,Vergelijkbaar,module,Magento_ConfigurableProductStaging
"Page not found.","Pagina niet gevonden.",module,Magento_Contact
"Thanks for contacting us with your comments and questions. We'll respond to you very soon.","Bedankt dat u contact met ons opnam. U kunt spoedig op ons antwoord rekenen.",module,Magento_Contact
"We can't process your request right now. Sorry, that's all we know.","We kunnen uw aanvraag nu niet verwerken. Sorry, dat is alles wat we weten.",module,Magento_Contact
"* Required Fields","* Verplichte velden",module,Magento_Contact
"Write Us","Neem contact met ons op",module,Magento_Contact
"Jot us a note and we’ll get back to you as quickly as possible.","Laat een vraag of opmerking achter en wij zullen hier zo spoedig mogelijk op terugkomen.",module,Magento_Contact
Name,Naam,module,Magento_Contact
Email,E-mail,module,Magento_Contact
"Phone Number",Telefoonnummer,module,Magento_Contact
"What’s on your mind?","Wat is uw vraag?",module,Magento_Contact
Submit,Bevestig,module,Magento_Contact
"Contact Form",Contactformulier,module,Magento_Contact
"Name: %name","Naam: %name",module,Magento_Contact
"Email: %email","E-mailadres: %email",module,Magento_Contact
"Phone Number: %telephone","Telefoonnummer: %telephone",module,Magento_Contact
"Comment: %comment","Reactie: %comment",module,Magento_Contact
"Contacts Section","Contact sectie",module,Magento_Contact
Contacts,Contacten,module,Magento_Contact
"Contact Us","Mail ons",module,Magento_Contact
"Enable Contact Us","‘Mail ons’ inschakelen",module,Magento_Contact
"Email Options","E-mail opties",module,Magento_Contact
"Send Emails To","E-mails versturen aan",module,Magento_Contact
"Email Sender","E-mail Afzender",module,Magento_Contact
"Email Template","E-mail template",module,Magento_Contact
"Email template chosen based on theme fallback when ""Default"" option is selected.","E-mail sjabloon dat gekozen wordt op basis van thema fallback als de optie ""Standaard"" is geselecteerd.",module,Magento_Contact
"Invalid domain name: %1","Ongeldige domeinnaam: %1",module,Magento_Cookie
"Invalid cookie lifetime: %1","Ongeldige cookie-levensduur: %1",module,Magento_Cookie
"Invalid cookie path","Ongeldig cookiepad",module,Magento_Cookie
"We use cookies to make your experience better.","Wij gebruiken cookies om uw ervaring beter te maken.",module,Magento_Cookie
"To comply with the new e-Privacy directive, we need to ask for your consent to set the cookies.","Om te voldoen aan de cookie wetgeving, vragen we uw toestemming om de cookies te plaatsen.",module,Magento_Cookie
"<a href=""%1"">Learn more</a>.","<a href=""%1"">Meer informatie</a>.",module,Magento_Cookie
"Allow Cookies","Cookies toestaan",module,Magento_Cookie
"Default Cookie Settings","Standaard Cookie-instellingen",module,Magento_Cookie
"Cookie Lifetime","Cookie levensduur",module,Magento_Cookie
"Cookie Path","Cookie Pad",module,Magento_Cookie
"Cookie Domain","Cookie Domein",module,Magento_Cookie
"Use HTTP Only","Alleen HTTP gebruiken",module,Magento_Cookie
"Cookie Restriction Mode","Cookie restrictiemodus",module,Magento_Cookie
"We can't save the cron expression.","We kunnen de Cron opdracht niet opslaan.",module,Magento_Cron
Daily,Dagelijks,module,Magento_Cron
Weekly,Wekelijks,module,Magento_Cron
Monthly,Maandelijks,module,Magento_Cron
"Invalid cron expression: %1","Ongeldige cron expressie: %1",module,Magento_Cron
"Invalid cron expression, expecting 'match/modulus': %1","Ongeldige cron expressie, verwacht wordt ' match/modulus': %1",module,Magento_Cron
"Invalid cron expression, expecting numeric modulus: %1","Ongeldige cron expressie, verwacht wordt een numerieke modulus: %1",module,Magento_Cron
"Invalid cron expression, expecting 'from-to' structure: %1","Ongeldige cron expressie, verwacht wordt ' van-naar ' structuur: %1",module,Magento_Cron
"Cron (Scheduled Tasks)","Cron (Geplande taken)",module,Magento_Cron
"For correct URLs generated during cron runs please make sure that Web > Secure and Unsecure Base URLs are explicitly set. All the times are in minutes.","Om correcte URL's te genereren tijdens cron, zorg er voor dat Web > Veilige en onbeveiligde Base URL's expliciet zijn ingesteld. Alle tijden zijn in minuten.",module,Magento_Cron
"Cron configuration options for group:","Cron configuratie-opties voor groep:",module,Magento_Cron
"Generate Schedules Every","Maak planningen elke",module,Magento_Cron
"Schedule Ahead for","Planning vooruit maken voor",module,Magento_Cron
"Missed if Not Run Within","Gemist als niet uitgevoerd binnen",module,Magento_Cron
"History Cleanup Every","Geschiedenis opruimen elke",module,Magento_Cron
"Success History Lifetime","Success history lifetime",module,Magento_Cron
"Failure History Lifetime","Failure history lifetime",module,Magento_Cron
"Use Separate Process","Gebruik afzonderlijk proces",module,Magento_Cron
"Save Currency Rates","Wisselkoersen opslaan",module,Magento_CurrencySymbol
Options,Opties,module,Magento_CurrencySymbol
Reset,Reset,module,Magento_CurrencySymbol
Import,Import,module,Magento_CurrencySymbol
"Manage Currency Rates","Beheer Wisselkoersen",module,Magento_CurrencySymbol
"Import Service","Service importeren",module,Magento_CurrencySymbol
"Save Currency Symbols","Sla valuta symbolen op",module,Magento_CurrencySymbol
"Currency Symbols",Valutasymbolen,module,Magento_CurrencySymbol
"Use Standard","Gebruik standaard",module,Magento_CurrencySymbol
"Please specify a correct Import Service.","Geef een juiste Import Service op.",module,Magento_CurrencySymbol
"We can't initialize the import model.","We kunnen het importmodel niet initialiseren.",module,Magento_CurrencySymbol
"Click ""Save"" to apply the rates we found.","Klik op ""Opslaan"" om de gevonden koersen toe te passen.",module,Magento_CurrencySymbol
"Currency Rates",Wisselkoersen,module,Magento_CurrencySymbol
"Please correct the input data for ""%1 => %2"" rate.","Corrigeer de invoergegevens voor ""%1 => %2"" koers.",module,Magento_CurrencySymbol
"All valid rates have been saved.","Alle beoordelingen zijn opgeslagen.",module,Magento_CurrencySymbol
System,systeem,module,Magento_CurrencySymbol
"You applied the custom currency symbols.","U heeft de aangepaste valutasymbolen toegepast.",module,Magento_CurrencySymbol
"You must first configure currency options before being able to see currency rates.","U moet eerst valuta-opties instellen voordat u wisselkoersen kunt zien.",module,Magento_CurrencySymbol
"Old rate:","Oude koers:",module,Magento_CurrencySymbol
Currency,Valuta,module,Magento_CurrencySymbol
[GLOBAL],[GLOBAAL],module,Magento_CustomAttributeManagement
[WEBSITE],[WEBSITE],module,Magento_CustomAttributeManagement
"[STORE VIEW]",[WINKELAANZICHT],module,Magento_CustomAttributeManagement
"The current module XML block name is undefined.","De huidige module XML-blok naam is niet gedefinieerd.",module,Magento_CustomAttributeManagement
"The current module form model pathname is undefined.","Huidige module vorm model padnaam is niet gedefinieerd.",module,Magento_CustomAttributeManagement
No,Nee,module,Magento_CustomAttributeManagement
Yes,Ja,module,Magento_CustomAttributeManagement
"Use helper with defined EAV entity.","Gebruik helper met gedefinieerde EAV entiteit.",module,Magento_CustomAttributeManagement
"Default EAV Form","Standaard EAV Vorm",module,Magento_CustomAttributeManagement
"Please correct the values for minimum and maximum text length validation rules.","Corrigeer de waarden voor de minimale en maximale tekstlengte validatieregels.",module,Magento_CustomAttributeManagement
"Please correct the values for minimum and maximum date validation rules.","Corrigeer de waarden voor de minimale en maximale datum-validatieregels.",module,Magento_CustomAttributeManagement
"Text Field",Tekstveld,module,Magento_CustomAttributeManagement
"Text Area",Tekstgedeelte,module,Magento_CustomAttributeManagement
"Multiple Line","Multiple Lijn",module,Magento_CustomAttributeManagement
Date,Datum,module,Magento_CustomAttributeManagement
Dropdown,Dropdown,module,Magento_CustomAttributeManagement
"Multiple Select",Multi-select,module,Magento_CustomAttributeManagement
Yes/No,Ja/Nee,module,Magento_CustomAttributeManagement
"File (attachment)","Bestand (bijlage)",module,Magento_CustomAttributeManagement
"Image File",Afbeeldingsbestand,module,Magento_CustomAttributeManagement
Alphanumeric,Alfanumeriek,module,Magento_CustomAttributeManagement
"Numeric Only","Alleen Cijfers",module,Magento_CustomAttributeManagement
"Alpha Only","Allen Letters",module,Magento_CustomAttributeManagement
URL,URL,module,Magento_CustomAttributeManagement
Email,Email,module,Magento_CustomAttributeManagement
"Strip HTML Tags","Strip HTML Tags",module,Magento_CustomAttributeManagement
"Escape HTML Entities","Escape HTML Eenheden",module,Magento_CustomAttributeManagement
"Normalize Date","Normaliseer Datum",module,Magento_CustomAttributeManagement
"The attribute code is invalid. Please use only letters (a-z), numbers (0-9) or underscores (_) in this field. The first character should be a letter.","Attribuutcode is ongeldig. Gebruik alleen letters (a-z), cijfers (0-9) of underscores (_) in dit veld. Eerste teken moet een letter zijn.",module,Magento_CustomAttributeManagement
"Sign Out",Afmelden,module,Magento_Customer
"Sign In",Inloggen,module,Magento_Customer
"You subscribe to our newsletter.","U abonneert zich op onze nieuwsbrief.",module,Magento_Customer
"You don't subscribe to our newsletter.","U abonneren zich niet op onze nieuwsbrief.",module,Magento_Customer
"You have not set a default shipping address.","U heeft geen standaard afleveradres ingevoerd.",module,Magento_Customer
"You have not set a default billing address.","U heeft geen standaard factuuradres ingevoerd.",module,Magento_Customer
"Address Book",Adresboek,module,Magento_Customer
"Edit Address","Bewerk adres",module,Magento_Customer
"Add New Address","Adres toevoegen",module,Magento_Customer
region,regio,module,Magento_Customer
"Create Order","Bestelling aanmaken",module,Magento_Customer
"Save Customer","Klant opslaan",module,Magento_Customer
"Delete Customer","Klant verwijderen",module,Magento_Customer
"Reset Password","Wachtwoord herstellen",module,Magento_Customer
"Are you sure you want to revoke the customer's tokens?","Weet u zeker dat u de klant tokens wenst in te trekken?",module,Magento_Customer
"Force Sign-In","Forceer opnieuw inloggen",module,Magento_Customer
"New Customer","Nieuwe klant",module,Magento_Customer
"Save and Continue Edit",Toepassen,module,Magento_Customer
Back,Terug,module,Magento_Customer
"Please select",Selecteer,module,Magento_Customer
Reset,Reset,module,Magento_Customer
ID,ID,module,Magento_Customer
Product,Product,module,Magento_Customer
SKU,Art.nr.,module,Magento_Customer
Quantity,Aantal,module,Magento_Customer
Price,Prijs,module,Magento_Customer
Total,Totaal,module,Magento_Customer
Action,Actie,module,Magento_Customer
Configure,Configureren,module,Magento_Customer
Delete,Verwijder,module,Magento_Customer
"Shopping Cart from %1","Winkelwagen van %1",module,Magento_Customer
Newsletter,Nieuwsbrief,module,Magento_Customer
"Newsletter Information",Nieuwsbriefgegevens,module,Magento_Customer
"Subscribed to Newsletter","Geabonneerd op nieuwsbrief",module,Magento_Customer
"Last Date Subscribed","Laatste datum geabonneerd",module,Magento_Customer
"Last Date Unsubscribed","Laatste datum uitgeschreven",module,Magento_Customer
"No Newsletter Found","Geen nieuwsbrief gevonden",module,Magento_Customer
"Start date",Begindatum,module,Magento_Customer
"End Date",einddatum,module,Magento_Customer
"Receive Date",Ontvangstdatum,module,Magento_Customer
Subject,Onderwerp,module,Magento_Customer
Status,Status,module,Magento_Customer
Sent,Verstuurd,module,Magento_Customer
Cancel,Annuleer,module,Magento_Customer
"Not Sent","Niet verstuurd",module,Magento_Customer
Sending,"Bezig met verzenden",module,Magento_Customer
Paused,Gepauzeerd,module,Magento_Customer
View,Bekijk,module,Magento_Customer
Unknown,Onbekend,module,Magento_Customer
Order,Bestelling,module,Magento_Customer
Purchased,Gekocht,module,Magento_Customer
